,edge,flow,density
1718,16725432#1,7.25,0.28
1719,16725432#2,2.42,0.1
1720,16725555#0,0.0,0
1721,16725555#1,0.0,0
1722,16725555#2,0.0,0
1723,16725555#3,0.0,0
1724,16725685#0,12.89,0.5
1725,16725685#1,12.09,0.41
1726,16725685#10,3.22,0.07
1727,16725685#12,4.03,0.09
1728,16725685#2,11.28,0.79
1729,16725685#3,10.48,0.53
1730,16725685#4,13.7,0.76
1731,16725685#5,10.48,0.68
1732,16725685#6,7.25,0.28
1733,16725685#7,6.45,0.26
1734,16725685#9,4.84,0.36
1735,16725686#0,0.0,0
1736,16725686#1,4.03,0.15
1737,16725686#2,5.64,0.2
1738,16725686#3,4.84,0.18
1739,16725686#4,4.84,0.14
1740,16725686#5,8.06,0.36
1741,16725686#6,31.43,1.15
1742,16725686#7,4.03,0.11
1743,16725686#8,1.61,0.06
1744,16725743#0,7.25,0.23
1745,16725743#1,4.84,0.12
1746,16725789#0,10.48,0.32
1747,16725789#1,12.09,0.31
1748,16725789#2,17.73,0.5
1749,16725789#3,17.73,0.47
1750,16725789#4,18.54,1.49
1751,16725824#0,12.09,0.33
1752,16725824#1,4.03,0.08
1753,16726029#0,0.81,0.06
1754,16726037,2.42,0.07
1755,16726039#1,0.0,0
1756,16726039#2,1.61,0.04
1757,16726056,3.22,0.16
1758,16726058,19.34,0.69
1759,16726164#0,6.45,0.25
1760,16726164#1,7.25,0.17
1761,16726164#10,4.03,0.13
1762,16726164#11,4.03,0.12
1763,16726164#12,3.22,0.22
1764,16726164#2,8.87,0.26
1765,16726164#3,13.7,0.71
1766,16726164#4,13.7,0.37
1767,16726164#5,16.12,0.41
1768,16726164#6,15.31,0.35
1769,16726164#7,16.12,0.51
1770,16726164#9,16.92,0.59
1771,16726339#0,0.0,0
1772,16726339#1,0.0,0.06
1773,16726341#0,0.0,0
1774,16726341#1,0.0,0.03
1775,16726341#2,1.61,0.29
1776,16726341#3,4.03,0.17
1777,16726354#0,0.81,0.04
1778,16726354#1,4.03,0.2
1779,16726354#2,4.03,0.14
1780,16726354#3,2.42,0.05
1781,16726515#0,7.25,0.29
1782,16726515#1,4.84,0.23
1783,16726669#0,4.03,0.18
1784,16726669#1,0.81,0.02
1785,16726716#0,8.06,0.41
1786,16726716#1,4.03,0.12
1787,16726729,5.64,0.12
1788,16726731#0,8.06,0.36
1789,16726731#1,4.84,0.23
1790,16726731#2,4.03,0.12
1791,16726731#3,0.0,0
1792,16726800#1,8.87,0.94
1793,16726800#2,6.45,0.21
1794,16726800#3,6.45,0.16
1795,16726800#4,9.67,0.36
1796,16726800#5,8.06,0.24
1797,16726822#0,5.64,0.25
1798,16726822#1,4.84,0.16
1799,16726822#2,7.25,0.19
1800,16726822#3,5.64,0.14
1801,16726822#4,5.64,0.19
1802,16726822#5,3.22,0.22
1803,16726822#6,4.03,0.14
1804,16726822#7,1.61,0.04
1805,16726825#0,1.61,0.07
1806,16726825#1,3.22,0.16
1807,16726825#2,3.22,0.12
1808,16726825#3,3.22,0.16
1809,16727006,0.0,0.12
1810,16727064,0.81,0.02
1811,16727085#0,0.0,0.06
1812,16727085#10,7.25,9.91
1813,16727085#11,8.06,0.37
1814,16727085#12,12.09,0.41
1815,16727085#3,2.42,0.07
1816,16727085#4,0.81,0.13
1817,16727085#5,0.0,0
1818,16727085#6,0.0,0.04
1819,16727085#7,1.61,0.18
1820,16727085#8,3.22,0.13
1821,16727085#9,1.61,0.09
1822,16727114#0,6.45,0.25
1823,16727114#1,5.64,0.15
1824,16727114#2,3.22,0.12
1825,16727204#1,4.03,0.08
1826,16727209#0,3.22,0.16
1827,16727209#1,0.81,0.07
1828,16727255#1,1.61,0.09
1829,16727255#2,1.61,0.08
1830,16727273#0,0.0,0.11
1831,16727273#1,0.81,0.08
1832,16727273#2,3.22,0.1
1833,16727358#0,37.88,1.37
1834,16727358#1,25.79,1.06
1835,16727358#2,21.76,2.3
1836,16727358#3,20.15,0.54
1837,16727358#4,19.34,1.96
1838,16727358#5,17.73,0.48
1839,16727394#0,4.03,0.13
1840,16727394#1,8.06,0.19
1841,16727394#2,19.34,0.5
1842,16727394#3,20.95,1.36
1843,16727394#4,31.43,1.04
1844,16727400#0,0.0,0.04
1845,16727400#1,2.42,0.05
1846,16727400#2,4.03,0.17
1847,16727462#0,0.81,0.02
1848,16727462#1,5.64,0.15
1849,16727485#0,3.22,0.12
1850,16727485#1,4.84,0.16
1851,16727500,9.67,0.37
1852,16727655#1,4.03,0.1
1853,16727655#2,4.03,0.08
1854,16727655#3,18.54,0.51
1855,16727655#4,19.34,1.4
1856,16727700#0,0.0,0.1
1857,16727700#1,0.81,0.04
1858,16727700#2,6.45,0.17
1859,16727700#3,6.45,0.22
1860,16727721,1.61,0.03
1861,16727879,6.45,0.15
1862,16727910#0,1.61,0.04
1863,16727910#1,1.61,0.09
1864,16727910#2,9.67,0.29
1865,16727910#4,7.25,0.2
1866,16727910#5,5.64,0.43
1867,16727910#6,3.22,0.07
1868,16727930#0,1.61,0.08
1869,16727930#1,0.81,0.02
1870,16727930#2,0.81,0.07
1871,16727930#3,0.0,0.03
1872,16727947#0,0.0,0
1873,16727947#1,0.0,0
1874,16728002#1,2.42,0.07
1875,16728002#2,4.84,0.17
1876,16728002#3,3.22,0.09
1877,16728002#4,2.42,0.1
1878,16728002#5,4.03,0.2
1879,16728003,33.85,1.02
1880,16728072#0,27.4,0.96
1881,16728072#1,25.79,2.47
1882,16728072#2,13.7,0.53
1883,16728219,0.0,0
1884,16728291#0,7.25,0.27
1885,16728291#1,5.64,0.14
1886,16728291#2,1.61,0.11
1887,16728361#0,0.0,0
1888,16728361#1,0.0,0
1889,16728415#0,0.0,0
1890,16728415#1,4.03,0.11
1891,16728487,1.61,0.04
1892,16728488#0,4.03,0.17
1893,16728488#1,1.61,0.04
1894,16728507#0,0.0,0.08
1895,16728507#1,2.42,0.1
1896,16728507#2,7.25,0.23
1897,16728507#3,8.87,0.27
1898,16728507#4,6.45,0.22
1899,16728507#5,4.03,0.09
1900,16728512,6.45,0.15
1901,16728602#0,2.42,0.17
1902,16728602#1,24.18,0.71
1903,16728602#2,26.6,0.58
1904,16728602#3,35.46,4.17
1905,16728602#4,36.27,1.13
1906,16728602#5,37.88,0.84
1907,16728602#6,40.3,1.02
1908,16728602#7,44.33,1.06
1909,16728608,2.42,0.07
1910,16728645#0,10.48,0.3
1911,16728645#1,8.06,0.33
1912,16728645#2,6.45,0.17
1913,16728645#3,18.54,0.83
1914,16728645#4,4.84,0.2
1915,16728645#5,5.64,0.16
1916,16728645#6,4.84,0.12
1917,16728645#7,4.03,0.08
1918,16728656,1.61,0.06
1919,16728658,3.22,0.11
1920,16728790#1,6.45,0.27
1921,16728790#2,3.22,0.12
1922,16728814#0,0.0,0.11
1923,16728814#1,3.22,0.15
1924,16728814#2,3.22,0.06
1925,16728892#0,12.89,0.46
1926,16729035#0,1.61,0.07
1927,16729035#1,2.42,0.06
1928,16729095#0,0.81,0.02
1929,16729095#1,1.61,0.14
1930,16729162#0,4.84,0.16
1931,16729162#1,11.28,0.5
1932,16729162#2,0.81,0.07
1933,16729162#3,5.64,0.23
1934,16729162#4,5.64,0.25
1935,16729162#5,4.03,0.17
1936,16729162#6,0.81,0.07
1937,16729237#0,0.0,0.05
1938,16729237#1,4.84,0.12
1939,16729306#0,0.0,0
1940,16729306#1,0.0,0
1941,16729324#0,9.67,0.32
1942,16729324#1,8.87,0.31
1943,16729324#2,8.87,0.47
1944,16729324#3,9.67,0.37
1945,16729340,0.0,0.03
1946,16729384#1,0.81,0.05
1947,16729384#2,1.61,0.13
1948,16729389#1,0.0,0
1949,16729391,219.21,13.83
1950,16729398#0,0.0,0.07
1951,16729398#1,6.45,0.45
1952,16729399#0,17.73,0.57
1953,16729399#1,17.73,0.94
1954,16729399#2,13.7,0.49
1955,16729399#3,12.09,0.37
1956,16729399#4,4.03,0.08
1957,16729442#1,2.42,0.09
1958,16729442#2,8.06,0.41
1959,16729442#3,7.25,0.2
1960,16729442#4,2.42,0.11
1961,16729442#5,7.25,0.32
1962,16729624#1,30.62,0.53
1963,16729624#10,87.04,1.4
1964,16729624#11,86.23,1.46
1965,16729624#12,89.46,1.43
1966,16729624#13,90.26,1.36
1967,16729624#14,87.84,1.37
1968,16729624#15,87.04,1.4
1969,16729624#16,85.43,2.47
1970,16729624#17,16.12,0.4
1971,16729624#2,43.52,0.89
1972,16729624#3,44.33,0.73
1973,16729624#4,54.0,0.98
1974,16729624#5,56.41,3.45
1975,16729624#6,58.03,1.02
1976,16729624#7,58.83,2.73
1977,16729624#8,73.34,1.51
1978,16729624#9,75.76,1.1
1979,16729641#0,0.81,0.12
1980,16729641#1,6.45,5.4
1981,16729665#0,0.0,0.1
1982,16729665#1,1.61,0.08
1983,16729754,20.15,0.53
1984,16729764#0,4.03,0.12
1985,16729764#1,6.45,0.28
1986,16729764#2,7.25,0.17
1987,16729764#3,7.25,0.35
1988,16729766#0,2.42,0.12
1989,16729766#1,4.03,0.09
1990,16729791#0,16.92,0.37
1991,16729791#1,16.12,0.46
1992,16729794#1,12.09,0.98
1993,16729794#2,12.09,1.07
1994,16729794#3,10.48,1.27
1995,16729794#4,6.45,0.34
1996,16729794#5,8.06,1.05
1997,16729803,2.42,0.1
1998,16729852,0.81,0.07
1999,170301672#1,0.0,0
2000,170301674#1,39.49,0.76
2001,170301674#2,48.35,0.98
2002,170301674#3,49.16,2.14
2003,170301685#0,0.0,0.16
2004,170301685#1,12.09,0.44
2005,170301687#0,0.0,0.16
2006,170301687#1,18.54,0.36
2007,170407029,0.0,0
2008,171004421#0,100.74,2.09
2009,171004421#1,112.02,2.25
2010,171004421#2,112.02,2.79
2011,171004421#3,100.74,1.99
2012,171004421#5,106.38,2.69
2013,171004421#7,111.22,5.18
2014,171004421#8,112.83,31.89
2015,171004796#0,41.91,1.01
2016,171004796#1,35.46,0.74
2017,171004796#2,33.04,0.65
2018,171004796#5,29.82,0.63
2019,171004796#6,29.01,0.63
2020,171004796#9,29.01,30.82
2021,171294543#0,4.84,0.19
2022,171294543#1,4.84,0.14
2023,171294543#2,4.03,0.1
2024,171294549#0,0.81,0.02
2025,171294549#1,1.61,0.05
2026,171294549#2,1.61,0.07
2027,171294549#3,5.64,0.2
2028,171294549#4,3.22,0.17
2029,171294553#0,1.61,0.1
2030,171294553#1,2.42,0.2
2031,171294553#2,5.64,0.18
2032,171294553#3,7.25,0.33
2033,171294553#4,9.67,0.47
2034,171294553#5,4.03,0.11
2035,171294553#6,4.03,0.2
2036,171294557,0.0,0.11
2037,171294560#0,0.0,0.03
2038,171294560#1,1.61,0.04
2039,171294564#0,4.03,0.13
2040,171294564#1,2.42,0.13
2041,171294564#2,1.61,0.05
2042,171294564#3,0.0,0.03
2043,171294564#4,0.0,0
2044,171294567,0.0,0
2045,171294569,0.0,0
2046,171488544#1,12.89,8.41
2047,171488544#2,14.51,34.08
2048,171488544#3,22.57,9.62
2049,171488545#0,9.67,0.46
2050,171488545#1,11.28,0.27
2051,171488545#2,12.89,0.34
2052,171488545#3,15.31,1.95
2053,171488547#0,15.31,0.85
2054,171488547#10,41.91,1.58
2055,171488547#11,131.36,3.39
2056,171488547#13,132.98,3.25
2057,171488547#14,135.39,20.65
2058,171488547#2,21.76,0.62
2059,171488547#5,25.79,0.87
2060,171488547#6,31.43,0.76
2061,171488547#7,30.62,0.68
2062,171488547#8,34.65,0.81
2063,171488547#9,36.27,0.87
2064,171488548#0,4.03,0.12
2065,171488548#1,2.42,0.09
2066,171488549#0,1.61,0.13
2067,171702737#0,5.64,0.17
2068,171702737#1,8.06,0.48
2069,171702737#2,7.25,0.19
2070,171702737#3,7.25,0.29
2071,171702737#4,4.03,3.17
2072,171702737#5,4.03,0.1
2073,171702737#6,3.22,0.1
2074,171702739#0,0.0,0.06
2075,171702739#1,0.0,0.03
2076,171702739#2,5.64,3.23
2077,171702739#3,4.03,0.14
2078,171702740#0,15.31,0.38
2079,171702740#1,12.09,0.31
2080,171702740#2,9.67,0.21
2081,171702741#0,1.61,0.05
2082,171702741#1,0.0,0
2083,171702741#2,0.0,0
2084,171702741#3,5.64,0.22
2085,171702741#4,1.61,0.04
2086,171702752#0,0.0,0
2087,171702752#1,0.0,0
2088,171702758#1,0.0,0
2089,171702759,0.0,0.03
2090,201532647,0.0,0
2091,201532648,0.0,0
2092,201532649,0.0,0
2093,201532650,0.0,0
2094,201532651#0,0.0,0
2095,201532651#1,0.0,0
2096,201538331,0.0,0
2097,201538332#0,0.0,0
2098,201538332#1,0.0,0
2099,201538332#2,0.0,0
2100,201538333,0.0,0
2101,201538334,0.0,0
2102,201552842,0.0,0
2103,201552843,0.0,0
2104,201552844,0.0,0
2105,201552845,0.0,0
2106,201552846,0.0,0
2107,201552849,0.0,0
2108,201552850,0.0,0
2109,201552852,0.0,0
2110,201552853#0,0.0,0
2111,201552853#1,0.0,0
2112,201552856#0,0.0,0
2113,201552856#1,0.0,0
2114,201552858,0.0,0
2115,201552859,0.0,0
2116,201552861#0,0.0,0
2117,201552861#1,0.0,0
2118,201552862#0,0.0,0
2119,201552862#1,0.0,0
2120,201552864#0,0.0,0
2121,201552864#1,0.0,0
2122,201552865#0,0.0,0
2123,201552865#1,0.0,0
2124,201594213,0.0,0
2125,201594214,0.0,0
2126,201594215,0.0,0
2127,201594216,0.0,0
2128,201594217,0.0,0
2129,201594218,0.0,0
2130,201594219,0.0,0
2131,201594220,0.0,0
2132,218132216,115.25,3.1
2133,250070897#0,0.0,0
2134,250070897#1,0.0,0
2135,250070897#2,0.0,0
2136,250070897#3,0.0,0
2137,250070897#4,0.0,0
2138,250070897#5,0.0,0
2139,252994601#0,52.38,2.39
2140,252994601#1,52.38,1.07
2141,252994602#0,0.0,0.06
2142,252994602#1,4.03,0.2
2143,252994602#2,5.64,0.46
2144,252994603#0,0.0,0
2145,252994603#1,0.0,0.05
2146,252994603#2,0.81,0.03
2147,252994604#1,11.28,0.35
2148,252994605#0,0.0,0
2149,252994605#1,0.0,0
2150,252994605#3,0.0,0
2151,252994606#0,0.0,0.09
2152,252994606#1,5.64,0.4
2153,252994606#3,4.84,1.98
2154,252994606#4,5.64,0.16
2155,252994606#5,8.87,0.25
2156,252994607#0,11.28,24.32
2157,252994607#1,12.09,3.91
2158,252994608#1,18.54,7.33
2159,252994609#0,0.0,0
2160,252994609#1,0.0,0
2161,252994609#10,0.0,0
2162,252994609#2,0.0,0
2163,252994609#3,0.0,0
2164,252994609#4,0.0,0
2165,252994609#5,0.0,0
2166,252994609#6,0.0,0
2167,252994609#7,0.0,0
2168,252994609#8,0.0,0
2169,252994609#9,0.0,0
2170,252994610#0,22.57,1.27
2171,252994611#1,49.97,2.45
2172,252994611#2,62.86,3.3
2173,252994611#3,63.67,1.52
2174,252994611#4,63.67,2.61
2175,252994611#5,67.7,1.4
2176,252994611#6,68.5,3.15
2177,252994611#7,68.5,5.38
2178,252994613,0.0,0
2179,252994615#0,0.0,0
2180,252994615#1,0.0,0
2181,252994616,0.0,0
2182,252994617#0,0.0,0
2183,252994617#1,0.0,0
2184,252994617#2,0.0,0
2185,252994617#3,0.0,0
2186,252994618#0,0.0,0
2187,252994618#1,0.0,0
2188,252994619#1,0.0,0
2189,252994619#2,0.0,0
2190,252995526#1,1.61,0.15
2191,252995527#0,18.54,0.86
2192,252995527#1,16.12,2.31
2193,252995531#0,1.61,0.05
2194,252995531#1,2.42,0.08
2195,252995533#0,4.84,0.63
2196,252995533#1,3.22,0.11
2197,252995533#2,3.22,0.07
2198,252995533#3,4.03,0.74
2199,252995537#0,14.51,1.4
2200,252995537#1,14.51,0.92
2201,252995542,0.0,0
2202,252995545,0.0,0
2203,252995547,0.0,0
2204,252995549,0.0,0
2205,252995551#0,0.0,0
2206,252995551#1,0.0,0
2207,252995551#2,0.0,0
2208,252995551#3,0.0,0
2209,252995551#4,0.0,0
2210,252995552,0.0,0
2211,252995554,0.0,0
2212,252995555#0,0.0,0
2213,252995555#1,0.0,0
2214,252995555#2,0.0,0
2215,252995555#3,0.0,0
2216,252995556#0,0.0,0
2217,252995556#1,0.0,0
2218,252995556#2,0.0,0
2219,252995557#0,0.0,0
2220,252995557#1,0.0,0
2221,252995557#2,0.0,0
2222,252995558,0.0,0
2223,252995560#0,0.0,0
2224,252995560#1,0.0,0
2225,252995560#2,0.0,0
2226,252995560#3,0.0,0
2227,252995561#0,0.0,0
2228,252995561#1,0.0,0
2229,252995561#2,0.0,0
2230,252995561#3,0.0,0
2231,252995561#4,0.0,0
2232,252995564#1,0.0,0
2233,252995564#2,0.0,0
2234,252995564#3,0.0,0
2235,252995564#4,0.0,0
2236,252995564#5,0.0,0
2237,252995778,0.0,0
2238,252995779#0,0.0,0
2239,252995779#1,0.0,0
2240,252995780,0.0,0
2241,252995781#0,0.0,0
2242,252995781#1,0.0,0
2243,252995781#2,0.0,0
2244,252995782,0.0,0
2245,252995783#0,0.0,0
2246,252995783#1,0.0,0
2247,252995784#0,0.0,0
2248,252995784#1,0.0,0
2249,252995784#2,0.0,0
2250,252995784#3,0.0,0
2251,252995785#1,0.0,0
2252,252995785#2,0.0,0
2253,252995785#3,0.0,0
2254,252995785#4,0.0,0
2255,252995786#0,0.0,0
2256,252995786#1,0.0,0
2257,252995786#2,0.0,0
2258,252995786#3,0.0,0
2259,252995786#4,0.0,0
2260,252996552#0,0.0,0
2261,252996552#1,0.0,0
2262,252996552#10,0.0,0
2263,252996552#11,0.0,0
2264,252996552#2,0.0,0
2265,252996552#3,0.0,0
2266,252996552#4,0.0,0
2267,252996552#5,0.0,0
2268,252996552#6,0.0,0
2269,252996552#7,0.0,0
2270,252996552#8,0.0,0
2271,252996552#9,0.0,0
2272,252996553#0,0.0,0
2273,252996553#1,0.0,0
2274,252996553#2,0.0,0
2275,252996554#0,0.0,0
2276,252996554#1,0.0,0
2277,252996554#2,0.0,0
2278,252996555#0,0.0,0
2279,252996555#1,0.0,0
2280,252996555#2,0.0,0
2281,252996556#0,0.0,0
2282,252996556#1,0.0,0
2283,252996556#2,0.0,0
2284,252996557#0,0.0,0
2285,252996557#1,0.0,0
2286,252996557#2,0.0,0
2287,252996557#3,0.0,0
2288,252996557#4,0.0,0
2289,252996557#5,0.0,0
2290,252996558#0,0.0,0
2291,252996558#2,0.0,0
2292,252996558#3,0.0,0
2293,252996558#4,0.0,0
2294,252996558#5,0.0,0
2295,252996559#0,0.0,0
2296,252996559#1,0.0,0
2297,252996559#2,0.0,0
2298,252996559#3,0.0,0
2299,252996559#4,0.0,0
2300,252996559#5,0.0,0
2301,252996559#6,0.0,0
2302,252996560#0,0.0,0
2303,252996560#1,0.0,0
2304,252996560#2,0.0,0
2305,252996560#3,0.0,0
2306,252996560#4,0.0,0
2307,252996560#5,0.0,0
2308,252996561#0,0.0,0
2309,252996561#1,0.0,0
2310,252996561#2,0.0,0
2311,252997112#0,16.92,11.74
2312,252997112#1,16.12,1.01
2313,252997113#1,2.42,0.05
2314,252997114#0,155.54,26.83
2315,252997115#0,51.58,2.21
2316,252997115#1,49.97,4.62
2317,252997116#0,4.84,0.16
2318,252997116#1,2.42,0.07
2319,252997116#2,1.61,0.05
2320,252997116#3,1.61,0.1
2321,252997119#0,0.0,0
2322,252997119#1,0.0,0
2323,252997119#2,0.0,0
2324,252997245#0,23.37,0.79
2325,252997245#1,23.37,1.0
2326,252997247#1,9.67,0.45
2327,252997247#10,12.09,0.32
2328,252997247#11,15.31,0.62
2329,252997247#12,15.31,0.64
2330,252997247#13,14.51,0.43
2331,252997247#14,14.51,0.39
2332,252997247#15,13.7,0.42
2333,252997247#16,13.7,0.49
2334,252997247#17,15.31,0.68
2335,252997247#18,17.73,0.57
2336,252997247#19,18.54,0.84
2337,252997247#2,9.67,0.4
2338,252997247#20,20.95,1.34
2339,252997247#3,8.87,0.3
2340,252997247#4,8.87,0.52
2341,252997247#5,8.87,0.44
2342,252997247#6,9.67,0.37
2343,252997247#7,10.48,0.4
2344,252997247#8,11.28,0.38
2345,252997247#9,12.09,0.35
2346,252997248#0,21.76,0.77
2347,252997248#1,4.03,0.09
2348,253127029#1,0.0,0
2349,253127029#2,0.0,0
2350,253127029#3,0.0,0
2351,253127029#4,0.0,0
2352,253127040#0,0.0,0
2353,253127040#1,0.0,0
2354,253127040#2,0.0,0
2355,253127040#3,0.0,0
2356,253127040#4,0.0,0
2357,253127040#5,0.0,0
2358,253127040#6,0.0,0
2359,253127040#7,0.0,0
2360,253127040#8,0.0,0
2361,253127041,0.0,0
2362,253127043,0.0,0
2363,253127044,0.0,0
2364,253127046,0.0,0
2365,253128518#0,0.0,0
2366,253128518#1,0.0,0
2367,253128518#2,0.0,0
2368,253128518#3,0.0,0
2369,253128519,0.0,0
2370,253128522,0.0,0
2371,253128523,0.0,0
2372,253128524,0.0,0
2373,253128527#0,0.0,0
2374,253128527#2,0.0,0
2375,253128528#0,0.0,0
2376,253128528#1,0.0,0
2377,253128529#0,0.0,0
2378,253128529#1,0.0,0
2379,253128530,0.0,0
2380,253128531,0.0,0
2381,253128533,0.0,0
2382,253128534,0.0,0
2383,253128536#0,0.0,0
2384,253128536#1,0.0,0
2385,253128544#0,0.0,0
2386,253128544#1,0.0,0
2387,253128545,0.0,0
2388,253128546,0.0,0
2389,253129279#0,0.0,0
2390,253129279#1,0.0,0
2391,253129279#2,0.0,0
2392,253129279#3,0.0,0
2393,253129279#4,0.0,0
2394,253129279#5,0.0,0
2395,253129280#0,0.0,0
2396,253129280#1,0.0,0
2397,253129281,0.0,0
2398,253129282,0.0,0
2399,253129283,0.0,0
2400,253129284#0,0.0,0
2401,253129284#1,0.0,0
2402,253129284#10,0.0,0
2403,253129284#2,0.0,0
2404,253129284#3,0.0,0
2405,253129284#4,0.0,0
2406,253129284#5,0.0,0
2407,253129284#6,0.0,0
2408,253129284#7,0.0,0
2409,253129284#8,0.0,0
2410,253129284#9,0.0,0
2411,253129285#1,0.0,0
2412,253129286#1,0.0,0
2413,253129287#0,0.0,0
2414,253129287#1,0.0,0
2415,253129288#0,0.0,0
2416,253129288#2,0.0,0
2417,253129289#1,4.84,23.13
2418,253129291#1,0.0,0
2419,253129293#0,0.0,0
2420,253129293#1,0.0,0
2421,253129294#0,0.0,0
2422,253129294#1,0.0,0
2423,253129294#2,0.0,0
2424,253129296#0,0.0,0
2425,253129296#1,0.0,0
2426,253129300#0,0.0,0
2427,253129300#1,0.0,0
2428,253129304,0.0,0
2429,253129376#0,0.0,0
2430,253129376#1,0.0,0
2431,253129870#0,0.0,0
2432,253129870#1,0.0,0
2433,253129870#10,0.0,0
2434,253129870#11,0.0,0
2435,253129870#12,0.0,0
2436,253129870#13,0.0,0
2437,253129870#14,0.0,0
2438,253129870#15,0.0,0
2439,253129870#16,0.0,0
2440,253129870#17,0.0,0
2441,253129870#18,0.0,0
2442,253129870#19,0.0,0
2443,253129870#2,0.0,0
2444,253129870#20,0.0,0
2445,253129870#21,0.0,0
2446,253129870#3,0.0,0
2447,253129870#4,0.0,0
2448,253129870#5,0.0,0
2449,253129870#6,0.0,0
2450,253129870#7,0.0,0
2451,253129870#8,0.0,0
2452,253129870#9,0.0,0
2453,253129873#0,0.0,0
2454,253129873#1,0.0,0
2455,253129874#0,0.0,0
2456,253129874#2,0.0,0
2457,253130291#1,147.48,4.54
2458,253130291#2,144.26,4.33
2459,253130291#6,143.45,5.07
2460,253130293,149.09,4.08
2461,253130294,135.39,3.73
2462,253130296#0,155.54,25.85
2463,253130296#1,156.35,312.97
2464,253130297#0,150.71,128.24
2465,253130297#1,149.9,3.97
2466,253130299#0,151.51,3.63
2467,253130299#1,129.75,74.69
2468,253130300#0,0.0,0
2469,253130300#1,0.0,0
2470,253130300#2,0.0,0
2471,253130550#0,0.0,0
2472,253130550#2,0.0,0
2473,253130550#3,0.0,0
2474,253130550#4,0.0,0
2475,253132254#0,0.0,0
2476,253132254#1,0.0,0
2477,253132317#1,0.0,0
2478,253132317#2,0.0,0
2479,253132317#3,0.0,0
2480,253132317#4,0.0,0
2481,253132317#5,0.0,0
2482,253132318#1,0.0,0
2483,253132318#2,0.0,0
2484,253132318#3,0.0,0
2485,253132319#0,0.0,0
2486,253132319#1,0.0,0
2487,253132319#10,0.0,0
2488,253132319#11,0.0,0
2489,253132319#12,0.0,0
2490,253132319#13,0.0,0
2491,253132319#14,0.0,0
2492,253132319#15,0.0,0
2493,253132319#2,0.0,0
2494,253132319#3,0.0,0
2495,253132319#4,0.0,0
2496,253132319#5,0.0,0
2497,253132319#6,0.0,0
2498,253132319#7,0.0,0
2499,253132319#8,0.0,0
2500,253132319#9,0.0,0
2501,253132320#0,0.0,0
2502,253132320#1,0.0,0
2503,253132321,0.0,0
2504,253132779,106.38,12.42
2505,253132781#0,0.0,0.12
2506,253132781#1,16.92,0.54
2507,253132781#2,16.12,0.48
2508,253132781#3,17.73,0.78
2509,253132783,2.42,0.17
2510,253260529#0,0.0,0
2511,253260529#1,0.0,0
2512,253260530,0.0,0
2513,253260533,0.0,0
2514,253268317#0,0.0,0
2515,253268317#1,0.0,0
2516,253268317#2,0.0,0
2517,253268317#3,0.0,0
2518,253268317#4,0.0,0
2519,253268317#5,0.0,0
2520,253268317#6,0.0,0
2521,253268318#0,0.0,0
2522,253268318#1,0.0,0
2523,253268318#2,0.0,0
2524,253268318#3,0.0,0
2525,253268318#4,0.0,0
2526,253268319,0.0,0
2527,253268320,0.0,0
2528,253268321#0,0.0,0
2529,253268321#1,0.0,0
2530,253268321#2,0.0,0
2531,253268321#3,0.0,0
2532,253268322#0,0.0,0
2533,253268322#1,0.0,0
2534,253268322#2,0.0,0
2535,253268322#3,0.0,0
2536,253268323,0.0,0
2537,253268325#1,0.0,0
2538,253268325#2,0.0,0
2539,253268325#3,0.0,0
2540,253268325#4,0.0,0
2541,253268325#5,0.0,0
2542,253268326,0.0,0
2543,253268327,0.0,0
2544,253268328,0.0,0
2545,253268329,0.0,0
2546,253268330#0,0.0,0
2547,253268330#1,0.0,0
2548,253268330#3,0.0,0
2549,253268331#0,0.0,0
2550,253268331#1,0.0,0
2551,253272375#0,8.87,0.25
2552,253272375#1,10.48,0.26
2553,253272379,0.0,0
2554,253273630,0.0,0
2555,253275178#1,4.03,0.24
2556,253275179#0,0.0,0
2557,253275179#1,0.0,0
2558,253275180#0,0.0,0
2559,253275180#1,0.0,0
2560,253275180#2,0.0,0
2561,253275181,0.0,0
2562,255973733#0,112.83,2.53
2563,255973733#1,114.44,2.65
2564,255973733#2,120.89,2.53
2565,255973733#3,123.3,2.46
2566,255973733#4,121.69,6.36
2567,255973733#5,83.01,1.73
2568,255973733#6,84.62,1.74
2569,255973733#7,80.59,1.8
2570,255973733#8,83.01,2.27
2571,255973733#9,83.81,3.48
2572,255973752#0,37.07,0.61
2573,255973752#1,34.65,0.69
2574,255973752#2,29.82,0.96
2575,255973752#4,8.06,0.11
2576,257153884,0.0,0
2577,257153885,0.0,0
2578,257153886#0,0.0,0
2579,257153886#1,0.0,0
2580,257153886#2,0.0,0
2581,257153886#3,0.0,0
2582,265149485#0,0.0,0.09
2583,265149485#1,2.42,0.08
2584,265149485#2,1.61,0.04
2585,265353020#1,11.28,0.59
2586,267466899#0,4.84,1.23
2587,267466899#1,3.22,0.08
2588,267466899#2,2.42,0.13
2589,267466899#3,0.81,0.05
2590,282168226,13.7,1.11
2591,294774642#0,0.0,0.06
2592,294774642#1,4.03,0.13
2593,294774832,0.0,0
2594,300413804#1,0.0,0
2595,300413804#2,0.0,0
2596,300413804#3,0.0,0
2597,300413804#4,0.0,0
2598,300413805,0.0,0
2599,300413806,0.0,0
2600,314153597#1,62.86,1.54
2601,314153599#1,95.9,1.94
2602,314153599#2,86.23,3.17
