,edge,flow,density
2600,314153597#1,61.59,1.43
2601,314153599#1,93.97,1.9
2602,314153599#2,84.49,3.27
2603,314153602#1,115.29,3.26
2604,314153602#2,112.92,13.3
2605,314153602#3,115.29,381.09
2606,314153605#0,56.06,1.39
2607,314153605#1,52.12,1.29
2608,314153605#2,42.64,0.66
2609,314153605#3,41.85,0.9
2610,319515047#0,0.0,0
2611,319515047#1,0.0,0
2612,319515047#10,0.0,0
2613,319515047#11,0.0,0
2614,319515047#12,0.0,0
2615,319515047#2,0.0,0
2616,319515047#3,0.0,0
2617,319515047#4,0.0,0
2618,319515047#5,0.0,0
2619,319515047#6,0.0,0
2620,319515047#7,0.0,0
2621,319515047#8,0.0,0
2622,319515047#9,0.0,0
2623,319515051#1,0.0,0
2624,319515051#2,0.0,0
2625,319515051#3,0.0,0
2626,319515051#4,0.0,0
2627,319515051#5,0.0,0
2628,319515052#0,0.0,0
2629,319515052#1,0.0,0
2630,319515059,0.0,0
2631,319515066,0.0,0
2632,321760060#0,76.6,1.81
2633,321760060#1,77.39,1.99
2634,321760060#2,74.23,1.58
2635,321760060#3,75.02,1.75
2636,321760060#5,66.33,1.45
2637,321760060#7,59.22,1.13
2638,321760060#8,58.43,1.66
2639,321760061#0,69.49,5.81
2640,321760074#0,0.0,0
2641,321760074#1,0.0,0
2642,325021549,6.32,0.17
2643,339859629,0.0,0.03
2644,339859630,8.69,0.22
2645,339859632#0,6.32,0.67
2646,339859632#1,0.0,0
2647,339859633#0,9.48,0.38
2648,339859633#1,6.32,0.41
2649,339859633#2,4.74,0.41
2650,361221973#1,57.64,1.27
2651,361221973#2,44.22,0.98
2652,361221973#3,37.9,0.74
2653,361221973#4,35.53,1.96
2654,361221974#0,26.06,0.88
2655,361221974#1,24.48,0.87
2656,361221974#2,24.48,0.77
2657,361221974#3,29.22,1.04
2658,361221974#4,29.22,0.84
2659,361221974#5,30.8,2.78
2660,361221974#6,28.43,1.19
2661,361221974#7,29.22,0.83
2662,361221974#8,29.22,0.8
2663,361221974#9,27.64,0.82
2664,361221975#0,90.81,2.13
2665,361221975#1,95.55,2.02
2666,361221975#2,98.71,2.33
2667,361221975#4,97.92,46.91
2668,361221975#5,97.13,3.0
2669,361221976#0,11.84,0.46
2670,361221976#1,11.06,0.4
2671,361221976#2,11.06,1.94
2672,361221976#3,0.79,0.03
2673,361221976#6,12.63,0.89
2674,361221996,56.85,4.34
2675,361221997,65.54,2.19
2676,361221998,65.54,1.66
2677,361221999,69.49,2.18
2678,361222002#0,62.38,1.57
2679,361222002#1,63.17,1.77
2680,361222002#2,33.95,0.79
2681,361222002#3,33.95,1.77
2682,361222003#0,0.0,0.09
2683,361222003#1,18.95,0.45
2684,361222003#10,77.39,4.14
2685,361222003#2,30.01,0.68
2686,361222003#3,47.38,1.01
2687,361222003#4,47.38,1.13
2688,361222003#5,63.17,1.82
2689,361222003#6,74.23,1.66
2690,361222003#7,76.6,2.17
2691,361222003#8,77.39,1.53
2692,361222003#9,77.39,1.51
2693,364547008#0,15.79,0.49
2694,364547008#1,15.79,0.69
2695,364547008#2,6.32,0.28
2696,364547008#3,6.32,0.19
2697,364547008#6,7.11,0.19
2698,364547008#7,6.32,0.27
2699,364547010#0,0.0,0
2700,364547010#1,0.0,0
2701,364547011,0.0,0
2702,364547013#0,0.0,0
2703,364547013#1,0.0,0
2704,364547013#2,0.0,0
2705,364547015,0.0,0
2706,364547017#0,0.0,0
2707,364547017#1,0.0,0
2708,364547017#2,0.0,0
2709,364547017#3,0.0,0
2710,364547019#0,0.0,0
2711,364547019#1,0.0,0
2712,364547019#2,0.0,0
2713,364547019#3,0.0,0
2714,364548798#0,0.0,0
2715,364548798#1,0.0,0
2716,364548798#10,0.0,0
2717,364548798#2,0.0,0
2718,364548798#3,0.0,0
2719,364548798#4,0.0,0
2720,364548798#5,0.0,0
2721,364548798#6,0.0,0
2722,364548798#7,0.0,0
2723,364548798#8,0.0,0
2724,364548798#9,0.0,0
2725,364548799#0,0.0,0
2726,364548799#1,0.0,0
2727,364548799#2,0.0,0
2728,364548799#3,0.0,0
2729,364548799#4,0.0,0
2730,364548799#5,0.0,0
2731,364548799#6,0.0,0
2732,364548799#7,0.0,0
2733,364548800,0.0,0
2734,364548801,0.0,0
2735,364548802#0,0.0,0
2736,364548802#1,0.0,0
2737,364548803#1,0.0,0
2738,364548804,0.0,0
2739,364548805#0,0.0,0
2740,364548805#1,0.0,0
2741,364548806#0,0.0,0
2742,364548806#1,0.0,0
2743,364548806#2,0.0,0
2744,364548806#3,0.0,0
2745,364548807#0,0.0,0
2746,364548807#1,0.0,0
2747,364548807#2,0.0,0
2748,364548807#3,0.0,0
2749,364551819,0.0,0
2750,364560413#0,0.0,0
2751,364560413#1,0.0,0
2752,364560414#0,0.0,0
2753,364560414#1,0.0,0
2754,364560415#0,0.0,0
2755,364560415#1,0.0,0
2756,364560415#2,0.0,0
2757,364560415#3,0.0,0
2758,364560416,0.0,0
2759,364561794,0.0,0
2760,364561795,0.0,0
2761,364561797#0,0.0,0
2762,364561797#1,0.0,0
2763,364573806,7.11,0.16
2764,364573807#0,8.69,0.2
2765,364573807#1,7.9,0.37
2766,379617533,0.0,0
2767,389318889#0,6.32,0.17
2768,389318889#1,6.32,0.19
2769,389318890#1,19.74,0.43
2770,389318890#4,41.85,2.59
2771,389592117#0,0.0,0
2772,389592117#1,0.0,0
2773,389592117#2,0.0,0
2774,389592520#0,28.43,0.85
2775,389592520#1,33.17,1.48
2776,389592520#2,11.84,0.35
2777,389601325#0,0.0,0
2778,389601325#1,0.0,0
2779,389609334#0,0.0,0
2780,389609334#1,0.0,0
2781,389609334#2,0.0,0
2782,389609335#1,0.0,0
2783,389609335#2,0.0,0
2784,389609335#3,0.0,0
2785,389609336#0,0.0,0
2786,389609336#1,0.0,0
2787,389609337#0,0.0,0
2788,389609337#1,0.0,0
2789,389609337#2,0.0,0
2790,389609338,0.0,0
2791,389609339,0.0,0
2792,389609343#0,0.0,0
2793,389609343#1,0.0,0
2794,389609343#2,0.0,0
2795,389609344,0.0,0
2796,389609346#1,0.0,0
2797,389609346#2,0.0,0
2798,389609346#3,0.0,0
2799,389609346#4,0.0,0
2800,389609347#0,0.0,0
2801,389609347#1,0.0,0
2802,389609348,0.0,0
2803,389611700#0,0.0,0
2804,389611700#2,0.0,0
2805,389611701#0,0.0,0
2806,389611701#1,0.0,0
2807,389621489#1,4.74,0.16
2808,389621489#2,4.74,0.19
2809,389621489#3,3.95,0.13
2810,389621489#4,3.16,0.28
2811,389625374#0,0.0,0
2812,389625374#1,0.0,0
2813,389625374#2,0.0,0
2814,389625375#0,0.0,0
2815,389625375#1,0.0,0
2816,389625375#2,0.0,0
2817,389625375#3,0.0,0
2818,389625375#4,0.0,0
2819,389625375#5,0.0,0
2820,389625375#6,0.0,0
2821,389625377#0,0.0,0
2822,389625377#1,0.0,0
2823,389625377#2,0.0,0
2824,389625377#3,0.0,0
2825,389625377#4,0.0,0
2826,389625377#5,0.0,0
2827,389625378,0.0,0
2828,389625379,0.0,0
2829,389625381,0.0,0
2830,389625382#0,0.0,0
2831,389625382#1,0.0,0
2832,389625383,0.0,0
2833,389625384,0.0,0
2834,389625385#0,0.0,0
2835,389625385#1,0.0,0
2836,389625386#1,0.0,0
2837,389625387#1,0.0,0
2838,389625387#2,0.0,0
2839,389625387#3,0.0,0
2840,389625387#4,0.0,0
2841,389625388,0.0,0
2842,389625389#0,0.0,0
2843,389625389#1,0.0,0
2844,389625389#2,0.0,0
2845,389625390#0,0.0,0
2846,389625390#1,0.0,0
2847,389625391#0,0.0,0
2848,389625391#1,0.0,0
2849,389625391#2,0.0,0
2850,389625392,0.0,0
2851,389625393#0,0.0,0
2852,389625393#1,0.0,0
2853,389625393#2,0.0,0
2854,389625393#3,0.0,0
2855,389627046,0.0,0
2856,389627047#0,0.0,0
2857,389627047#1,0.0,0
2858,389627048#0,0.0,0
2859,389627048#1,0.0,0
2860,389627048#2,0.0,0
2861,389627048#3,0.0,0
2862,389627049#0,0.0,0
2863,389627049#1,0.0,0
2864,389627049#2,0.0,0
2865,389627050#0,0.0,0
2866,389627050#1,0.0,0
2867,389627050#2,0.0,0
2868,389627050#3,0.0,0
2869,389627050#4,0.0,0
2870,389627050#5,0.0,0
2871,389628462,0.0,0
2872,389628463#0,0.0,0
2873,389628463#1,0.0,0
2874,389628464#0,0.0,0
2875,389628464#1,0.0,0
2876,389635686,0.0,0
2877,389635687,0.0,0
2878,389635689#0,0.0,0
2879,389635689#1,0.0,0
2880,389635690#0,0.0,0
2881,389635690#1,0.0,0
2882,389635690#2,0.0,0
2883,389635690#3,0.0,0
2884,389635690#4,0.0,0
2885,389635690#5,0.0,0
2886,389635690#6,0.0,0
2887,389635691,0.0,0
2888,389635692,0.0,0
2889,389635693#0,0.0,0
2890,389635693#1,0.0,0
2891,389635794,0.0,0
2892,389635795#0,0.0,0
2893,389635795#1,0.0,0
2894,389635795#2,0.0,0
2895,389705558,0.0,0
2896,389707144,0.0,0
2897,389708960,0.0,0
2898,437690574#0,0.0,0.09
2899,437690574#1,26.85,0.58
2900,437690574#2,30.8,0.63
2901,437690574#3,31.59,0.61
2902,474072152#0,32.38,0.56
2903,474072152#1,39.48,0.45
2904,474072162,39.48,0.42
2905,474072164,75.81,0.83
2906,474072165#0,45.01,0.96
2907,474072165#1,75.81,1.36
2908,474072165#2,116.87,4.38
2909,474072166#0,76.6,1.11
2910,474072166#1,48.96,0.91
2911,514049372#0,0.0,0.06
2912,514049373,0.0,0.13
2913,514049375#0,48.17,1.49
2914,514049375#2,45.01,1.33
2915,51724094#1,47.38,1.01
2916,51724094#2,35.53,0.89
2917,51724094#3,35.53,0.69
2918,51724096#0,41.85,1.56
2919,51724096#1,41.06,1.6
2920,51724096#3,41.85,1.71
2921,51724096#4,41.06,1.94
2922,51724096#5,141.35,3.98
2923,51724096#6,142.14,6.25
2924,51724096#7,156.35,4.38
2925,51724096#8,157.93,4.7
2926,51724096#9,157.93,29.33
2927,51724097#1,4.74,0.1
2928,51724097#2,4.74,0.16
2929,51724098#0,22.11,0.58
2930,51724098#2,6.32,0.26
2931,51724099,12.63,0.51
2932,51724100#0,206.89,4.44
2933,51724100#1,206.1,6.16
2934,51724100#2,203.73,4.18
2935,51724102#0,0.0,0.12
2936,51724102#1,18.16,0.36
2937,51724102#2,23.69,0.4
2938,51724102#3,31.59,0.88
2939,51724105#0,136.61,98.18
2940,51724105#1,142.14,4.35
2941,51724105#3,154.77,5.29
2942,51724105#4,151.61,3.59
2943,548159331#0,0.0,0
2944,548159331#1,0.0,0
2945,548159331#2,0.0,0
2946,548159332,0.0,0
2947,575306219#0,7.11,0.61
2948,575306220#1,3.95,0.25
2949,575306221#0,0.0,0
2950,575306221#1,0.0,0
2951,575306222,0.0,0
2952,575306223,0.0,0
2953,575306224#0,0.0,0
2954,575306224#1,0.0,0
2955,575306225#0,0.0,0
2956,575306225#1,0.0,0
2957,575306225#2,0.0,0
2958,575306225#3,0.0,0
2959,575306225#4,0.0,0
2960,575306225#5,0.0,0
2961,575306225#6,0.0,0
2962,575306226,0.0,0
2963,575306227#0,4.74,0.44
2964,575306227#1,1.58,0.04
2965,575306228#0,0.0,0
2966,575306228#1,0.0,0
2967,575306228#2,0.0,0
2968,575306229#0,0.0,0
2969,575306229#1,0.0,0
2970,575306230#0,0.0,0
2971,575306230#1,0.0,0
2972,575306230#2,0.0,0
2973,575306552#0,0.0,0
2974,575306552#1,0.0,0
2975,575306554,0.0,0
2976,575311348,0.0,0
2977,575311350#1,0.0,0
2978,575311350#2,0.0,0
2979,575311352,0.0,0
2980,575311353#0,0.0,0
2981,575311353#1,0.0,0
2982,575311359#0,0.0,0
2983,575311359#1,0.0,0
2984,575317193#0,0.0,0
2985,575317193#1,0.0,0
2986,575317194,0.0,0
2987,575317195#1,0.0,0
2988,575317195#2,0.0,0
2989,575317196#0,0.0,0
2990,575317196#1,0.0,0
2991,575317196#2,0.0,0
2992,575317196#3,0.0,0
2993,575317196#4,0.0,0
2994,575317198,0.0,0
2995,575317199#0,0.0,0
2996,575317199#1,0.0,0
2997,575317199#10,0.0,0
2998,575317199#11,0.0,0
2999,575317199#12,0.0,0
3000,575317199#13,0.0,0
3001,575317199#14,0.0,0
3002,575317199#15,0.0,0
3003,575317199#16,0.0,0
3004,575317199#17,0.0,0
3005,575317199#2,0.0,0
3006,575317199#3,0.0,0
3007,575317199#4,0.0,0
3008,575317199#5,0.0,0
3009,575317199#6,0.0,0
3010,575317199#7,0.0,0
3011,575317199#8,0.0,0
3012,575317199#9,0.0,0
3013,575320067,0.0,0
3014,575369993,0.0,0
3015,575369994,0.0,0
3016,575369995,0.0,0
3017,575369996,0.0,0
3018,575369997#0,0.0,0
3019,575369997#1,0.0,0
3020,575369998,0.0,0
3021,575370000#0,0.0,0
3022,575370000#1,0.0,0
3023,575370000#2,0.0,0
3024,575370001#0,0.0,0
3025,575370001#1,0.0,0
3026,575370002,0.0,0
3027,575370003#0,0.0,0
3028,575370003#1,0.0,0
3029,575370003#2,0.0,0
3030,575370003#3,0.0,0
3031,575370003#4,0.0,0
3032,575370003#5,0.0,0
3033,575370003#6,0.0,0
3034,575370003#7,0.0,0
3035,575370004#0,0.0,0
3036,575370004#1,0.0,0
3037,575370004#2,0.0,0
3038,575370005,0.0,0
3039,575371317,0.0,0
3040,575371319#0,0.0,0
3041,575371319#1,0.0,0
3042,575371321,0.0,0
3043,575371322,0.0,0
3044,575371324,0.0,0
3045,575371325,0.0,0
3046,575371327,0.0,0
3047,575371328,0.0,0
3048,575371329,0.0,0
3049,575371330#0,0.0,0
3050,575371330#1,0.0,0
3051,575371331,0.0,0
3052,575371332,0.0,0
3053,575371333,0.0,0
3054,575371334#0,0.0,0
3055,575371334#1,0.0,0
3056,575371335#0,0.0,0
3057,575371335#1,0.0,0
3058,575371335#2,0.0,0
3059,575371336,0.0,0
3060,575371337,0.0,0
3061,575371338#0,0.0,0
3062,575371338#1,0.0,0
3063,575371339,0.0,0
3064,575371340,0.0,0
3065,575371341#0,0.0,0
3066,575371341#1,0.0,0
3067,575371342#0,0.0,0
3068,575371342#1,0.0,0
3069,575372502#0,0.0,0
3070,575372502#1,0.0,0
3071,575372504,0.0,0
3072,575372506,0.0,0
3073,575372508,0.0,0
3074,575372510#0,0.0,0
3075,575372510#1,0.0,0
3076,575372510#2,0.0,0
3077,575372510#3,0.0,0
3078,575372512#0,3.95,0.17
3079,575372512#1,2.37,0.07
3080,575372512#2,2.37,0.1
3081,575372512#3,4.74,0.17
3082,575372512#4,6.32,0.36
3083,575372973,0.0,0
3084,575372974#0,0.0,0
3085,575372974#1,0.0,0
3086,575372975,0.0,0
3087,575373679,0.0,0
3088,575373681,0.0,0
3089,575373683,0.0,0
3090,575373684#0,0.0,0
3091,575373684#1,0.0,0
3092,575373684#2,0.0,0
3093,575373684#3,0.0,0
3094,575373687#0,0.0,0
3095,575373687#1,0.0,0
3096,575373687#2,0.0,0
3097,575373687#3,0.0,0
3098,575373687#4,0.0,0
3099,575373687#5,0.0,0
3100,575373687#6,0.0,0
3101,575374586#0,0.0,0
3102,575374586#1,0.0,0
3103,575374587,0.0,0
3104,575374589#0,0.0,0
3105,575374589#1,0.0,0
3106,575389002,0.0,0
3107,575389178#1,1.58,0.27
3108,575389179,170.56,6.08
3109,575389180#1,179.25,9.44
3110,575389180#2,180.04,3.3
3111,575389180#3,181.62,2.65
3112,575389433,0.0,0
3113,575389434#0,0.0,0
3114,575389434#1,0.0,0
3115,575389435,0.0,0
3116,575389678#0,0.0,0
3117,575389678#1,0.0,0
3118,575389678#2,0.0,0
3119,575389678#3,0.0,0
3120,575389678#4,0.0,0
3121,575389678#5,0.0,0
3122,575389678#6,0.0,0
3123,575389678#7,0.0,0
3124,575389678#8,0.0,0
3125,575389678#9,0.0,0
3126,575390435,0.0,0
3127,575390437#0,0.0,0
3128,575390437#1,0.0,0
3129,575390438#0,0.0,0
3130,575390438#1,0.0,0
3131,575390441#0,0.0,0
3132,575390441#1,0.0,0
3133,575390443#0,0.0,0
3134,575390443#1,0.0,0
3135,575390992#0,0.0,0
3136,575390992#1,0.0,0
3137,575390992#2,0.0,0
3138,575390993,0.0,0
3139,575390994,127.13,2.55
3140,575390995#0,136.61,3.26
3141,575390995#1,134.24,6.42
3142,610337179#0,0.0,0
3143,610337179#1,0.0,0
3144,611602663,0.0,0
3145,611610487#0,0.0,0
3146,611610487#1,0.0,0
3147,611621553#0,0.0,0
3148,611621553#1,0.0,0
3149,611621554#1,0.0,0
3150,611621555#0,0.0,0
3151,611621555#1,0.0,0
3152,611621556#0,0.0,0
3153,611621556#1,0.0,0
3154,611621556#2,0.0,0
3155,611621557#0,0.0,0
3156,611621557#1,0.0,0
3157,611621558,0.0,0
3158,631627328,0.0,0
3159,631627329,0.0,0
3160,631627330,0.0,0
3161,631628541,0.0,0
3162,631628542,0.0,0
3163,631628753,0.0,0
3164,631629078#1,0.0,0
3165,631629079,0.0,0
3166,631629411,0.0,0
3167,631634872,3.16,0.08
3168,637038338#0,3.95,0.14
3169,637038338#1,3.16,0.1
3170,637038338#2,2.37,0.12
3171,637038338#3,4.74,0.15
3172,637038338#4,7.9,0.21
3173,637038338#5,6.32,0.14
3174,637038338#6,5.53,0.12
3175,637060474#0,0.0,0.19
3176,637060474#1,8.69,0.24
3177,637060474#2,29.22,0.83
3178,637060474#4,29.22,1.75
3179,682778149#0,0.0,0
3180,682778149#1,0.0,0
3181,682778149#2,0.0,0
3182,682778150#0,0.0,0
3183,682778150#1,0.0,0
3184,682778150#2,0.0,0
3185,682778151#0,0.0,0
3186,682778151#1,0.0,0
3187,682778151#2,0.0,0
3188,682778151#3,0.0,0
3189,682781421,0.0,0
3190,682782073,0.0,0
3191,682782074#0,0.0,0
3192,682782074#1,0.0,0
3193,682782074#2,0.0,0
3194,682782074#3,0.0,0
3195,682784907,0.0,0
3196,682784908,0.0,0
3197,682784909,0.0,0
3198,688535331#0,16.58,0.54
3199,688535331#1,7.9,0.29
3200,712076414#0,0.0,0.02
3201,712076414#1,3.16,0.24
3202,712076414#2,5.53,0.17
3203,712076414#3,3.95,0.27
3204,712076414#4,13.42,0.46
3205,724609205,0.0,0
3206,724609206,0.0,0
3207,748906477#1,159.51,3.44
3208,748906477#2,153.19,3.16
3209,748906477#3,150.82,3.56
3210,748906478#0,132.66,99.72
3211,748906478#1,131.87,3.1
3212,752304638#0,0.0,0
3213,752304638#1,0.0,0
3214,752304639#1,18.95,1.41
3215,752304640#1,18.95,1.18
3216,752304640#2,18.95,2.78
3217,754522151#0,0.0,0
3218,754522151#1,0.0,0
3219,754522151#2,0.0,0
3220,754522151#3,0.0,0
3221,754522152#0,0.0,0
3222,754522152#1,0.0,0
3223,754522152#2,0.0,0
3224,754522153#0,0.0,0
3225,754522153#1,0.0,0
3226,755795648,0.0,0
3227,755795649,0.0,0
3228,755795650,0.0,0
3229,755795651,0.0,0
3230,755804631,0.0,0
3231,755804632,0.0,0
3232,755804633#0,0.0,0
3233,755804633#1,0.0,0
3234,755804633#2,0.0,0
3235,755804634#1,0.0,0
3236,755804635,0.0,0
3237,756596351#0,0.79,0.1
3238,756596351#1,24.48,0.77
3239,756596351#2,20.53,0.84
3240,756596351#3,18.95,0.55
3241,756596351#4,22.9,0.72
3242,756596351#5,26.06,1.61
3243,761149834#0,0.0,0
3244,761149834#1,0.0,0
3245,761149835,0.0,0
3246,761183391,0.0,0
3247,761186294#0,0.0,0
3248,761186294#1,0.0,0
3249,761186294#2,0.0,0
3250,761186295#0,0.0,0
3251,761186295#1,0.0,0
3252,761186296#0,0.0,0
3253,761186296#1,0.0,0
3254,761186297,0.0,0
3255,765572299#0,0.0,0
3256,765572299#1,0.0,0
3257,765572299#2,0.0,0
3258,765572299#3,0.0,0
3259,765572300#0,0.0,0
3260,766263907#1,0.0,0
3261,766263907#2,0.0,0
3262,766263908#0,0.0,0
3263,766263908#1,0.0,0
3264,766263909#0,0.0,0
3265,766263909#1,0.0,0
3266,766263909#2,0.0,0
3267,766811706#0,0.0,0
3268,766811706#1,0.0,0
3269,766811706#2,0.0,0
3270,771278911,0.0,0
3271,771656196,0.0,0
3272,781773301#1,0.0,0
3273,800316007,0.0,0
3274,811850140,0.0,0
3275,826123710#0,0.0,0
3276,826123710#1,0.0,0
3277,826123710#2,0.0,0
3278,826123711#0,0.0,0
3279,826123711#1,0.0,0
3280,826123712#0,0.0,0
3281,826123712#1,0.0,0
3282,826123713,0.0,0
3283,827496239#1,0.0,0
3284,827496239#2,0.0,0
3285,827498887#0,0.0,0
3286,827498887#1,0.0,0
3287,827498888#0,0.0,0
3288,827498888#1,0.0,0
3289,827498889#0,0.0,0
3290,827498889#1,0.0,0
3291,827498891#0,0.0,0
3292,827498891#1,0.0,0
3293,827503946,0.0,0
3294,827503947#0,0.0,0
3295,827503947#1,0.0,0
3296,827503949#0,0.0,0
3297,827503949#1,0.0,0
3298,827503950#1,0.0,0
3299,827503951#0,0.0,0
3300,827503951#1,0.0,0
3301,827503951#2,0.0,0
3302,827503951#3,0.0,0
3303,827503952,0.0,0
3304,827503953#1,0.0,0
3305,827503954#0,0.0,0
3306,827503954#1,0.0,0
3307,827503955,0.0,0
3308,827503956#0,0.0,0
3309,827503956#1,0.0,0
3310,827503957,0.0,0
3311,827503958#0,0.0,0
3312,827503958#1,0.0,0
3313,827503959#1,0.0,0
3314,827503960,0.0,0
3315,827503961,0.0,0
3316,827503968,0.0,0
3317,827503980#0,0.0,0
3318,827503980#1,0.0,0
3319,827503980#2,0.0,0
3320,827503980#3,0.0,0
3321,827503981#1,0.0,0
3322,827503988#1,0.0,0
3323,827503989,0.0,0
3324,827503990,0.0,0
3325,827503991#1,0.0,0
3326,827503992#1,0.0,0
3327,827879058,0.0,0.02
3328,827879059,0.0,0
3329,827879494,0.0,0
3330,828242549,0.0,0
3331,828242550#1,0.0,0
3332,828242552#1,0.0,0
3333,828242554,0.0,0
3334,828242555#0,0.0,0
3335,828242555#1,0.0,0
3336,828242555#2,0.0,0
3337,828242557,0.0,0
3338,828242558#0,0.0,0
3339,828242558#1,0.0,0
3340,828242558#2,0.0,0
3341,828242558#3,0.0,0
3342,828242560,0.0,0
3343,828242561,0.0,0
3344,828242562#0,0.0,0
3345,828242562#1,0.0,0
3346,828242562#2,0.0,0
3347,828242562#3,0.0,0
3348,828242562#4,0.0,0
3349,828242563#0,0.0,0
3350,828242563#1,0.0,0
3351,828242565,0.0,0
3352,828242566#0,0.0,0
3353,828242566#1,0.0,0
3354,828242566#2,0.0,0
3355,828242566#3,0.0,0
3356,828242566#4,0.0,0
3357,828242566#5,0.0,0
3358,828242566#6,0.0,0
3359,828242567#0,0.0,0
3360,828242567#1,0.0,0
3361,828242568#1,0.0,0
3362,828242569#0,0.0,0
3363,828242569#1,0.0,0
3364,828242570,0.0,0
3365,828242571#1,0.0,0
3366,828242572,0.0,0
3367,828242574#1,0.0,0
3368,828242575#1,0.0,0
3369,828242577#1,0.0,0
3370,828242578#1,0.0,0
3371,828242578#2,0.0,0
3372,828242579#0,0.0,0
3373,828242579#1,0.0,0
3374,828242579#2,0.0,0
3375,828242582,0.0,0
3376,828242583,0.0,0
3377,828242584#1,0.0,0
3378,828242586,0.0,0
3379,838432450,0.0,0
3380,839212255#0,0.0,0
3381,839212255#1,0.0,0
3382,839212256,0.0,0
3383,846104439,0.0,0
3384,846104440,0.0,0
3385,846104441,0.0,0
3386,846104442#0,0.0,0
3387,846104442#1,0.0,0
3388,846104444#0,0.0,0
3389,846104444#1,0.0,0
3390,846104444#3,0.0,0
3391,846104445,0.0,0
3392,846104446#1,0.0,0
3393,846104447#0,0.0,0
3394,846104447#1,0.0,0
3395,846104448,0.0,0
3396,846104449#0,0.0,0
3397,846104449#1,0.0,0
3398,846104449#2,0.0,0
3399,846104449#3,0.0,0
3400,846104450,0.0,0
3401,846104451,0.0,0
3402,846419886#1,56.06,1.42
3403,846419886#2,56.06,1.14
3404,846419887#0,16.58,0.37
3405,846419887#2,6.32,0.11
3406,846419889#2,34.74,1.03
3407,846419890#1,55.28,1.15
3408,846419890#2,56.06,1.07
3409,846419890#3,59.22,1.45
3410,846419890#5,63.17,1.3
3411,846419890#6,65.54,1.78
3412,846419890#7,67.91,1.58
3413,846420359#0,0.0,0
3414,846420359#1,0.0,0
3415,846420359#3,0.0,0
3416,846420360#0,0.0,0
3417,846420360#1,0.0,0
3418,847499405,0.0,0
3419,868333058#0,0.0,0
3420,868333058#1,0.0,0
3421,868333059#0,0.0,0
3422,868333059#1,0.0,0
3423,868333060#0,0.0,0
3424,868333060#1,0.0,0
3425,868333060#2,0.0,0
3426,868333061#0,0.0,0
3427,868333061#1,0.0,0
3428,868333062#0,0.0,0
3429,868333062#1,0.0,0
3430,868333062#2,0.0,0
3431,868333062#3,0.0,0
3432,868333063#0,0.0,0
3433,868333063#1,0.0,0
3434,868333064#0,0.0,0
3435,868333064#1,0.0,0
3436,868333065#0,0.0,0
3437,868333065#1,0.0,0
3438,868333066#0,0.0,0
3439,868333066#1,0.0,0
3440,868333067#0,0.0,0
3441,868333067#1,0.0,0
3442,868333067#2,0.0,0
3443,868333067#3,0.0,0
3444,868333067#4,0.0,0
3445,868333068#0,0.0,0
3446,868333068#1,0.0,0
3447,868333068#2,0.0,0
3448,868333068#3,0.0,0
3449,868333069#0,0.0,0
3450,868333069#1,0.0,0
3451,868333069#2,0.0,0
3452,868333070#0,0.0,0
3453,868333070#2,0.0,0
3454,868333071#0,0.0,0
3455,868333071#1,0.0,0
3456,868333072#0,0.0,0
3457,868333072#1,0.0,0
3458,868333073,0.0,0
3459,868333074#1,0.0,0
3460,868333075,0.0,0
3461,868333077,0.0,0
3462,868333078#1,0.0,0
3463,868333079,0.0,0
3464,868333080#0,0.0,0
3465,868333080#1,0.0,0
3466,868333080#2,0.0,0
3467,868333082,0.0,0
3468,869791708#0,0.0,0
3469,869791708#1,0.0,0
3470,869791709#0,0.0,0
3471,869791709#1,0.0,0
3472,882225598#1,0.0,0
3473,895459370#0,0.0,0
3474,895459370#1,0.0,0
3475,895459371,0.0,0
3476,896413403#0,0.0,0
3477,896413403#1,0.0,0
3478,896413403#2,0.0,0
3479,896413404,0.0,0
3480,896413405,0.0,0
3481,896413406,0.0,0
3482,896463495#1,0.0,0
3483,896585371#0,0.0,0
3484,896585371#1,0.0,0
3485,896585371#2,0.0,0
3486,896585372,0.0,0
3487,896978417#0,0.0,0
3488,896978417#1,0.0,0
3489,896978417#2,0.0,0
3490,896978418,0.0,0
3491,896978419#1,0.0,0
3492,896978420,0.0,0
3493,896978421,0.0,0
3494,903775177,0.0,0
3495,903775178,0.0,0
3496,903775179,0.0,0
3497,903775180#0,0.0,0
3498,903775180#1,0.0,0
3499,903775180#2,0.0,0
3500,903775181,0.0,0
3501,903775182#0,0.0,0
3502,903775182#1,0.0,0
3503,903775183,0.0,0
3504,903775184#0,0.0,0
3505,903775184#1,0.0,0
3506,903775185,0.0,0
3507,903779412,0.0,0
3508,903779413,0.0,0
3509,903779414#0,0.0,0
3510,903779414#1,0.0,0
3511,903779414#2,0.0,0
3512,903826148,0.0,0
3513,903858689,0.0,0
3514,903858690,3.16,0.1
3515,903858691#0,0.0,0
3516,903858691#1,0.0,0
3517,903858691#2,0.0,0
3518,903858691#3,0.0,0
3519,903858691#4,0.0,0
3520,903858692#0,0.0,0
3521,903858692#1,0.0,0
3522,903858692#2,0.0,0
3523,903858693,0.0,0
3524,903858694,0.0,0
3525,903858695,0.0,0
3526,903858696,0.0,0
3527,903858697#0,0.0,0
3528,903858697#1,0.0,0
3529,903858697#2,0.0,0
3530,903858698#0,0.0,0
